line_number,title,script,label,speaker,gender
20928,Fight Club,Let go of me!,speech,MARLA,female
20929,Fight Club,JACK,character,NO SPEAKER,NA
20930,Fight Club,"Do this for me, Marla.  Do this for",speech,JACK,male
20931,Fight Club,"me, if you never do anything else...",speech,JACK,male
20932,Fight Club,Jack spots a BUS idling further up the street.,other,NO SPEAKER,NA
20933,Fight Club,MARLA,character,NO SPEAKER,NA
20934,Fight Club,Leave me alone!  I don't ever want to,speech,MARLA,female
20935,Fight Club,see you again!,speech,MARLA,female
20936,Fight Club,JACK,character,NO SPEAKER,NA
20937,Fight Club,"Okay, if that's what it takes, you'll",speech,JACK,male
20938,Fight Club,never have to see me again.,speech,JACK,male
20939,Fight Club,(digs in his pocket),other,NO SPEAKER,NA
20940,Fight Club,Here... here...,speech,JACK,male
20941,Fight Club,"He pulls MONEY from his pocket, holding it out.",other,NO SPEAKER,NA
20942,Fight Club,JACK,character,NO SPEAKER,NA
20943,Fight Club,"Take this money, get on this bus...",speech,JACK,male
20944,Fight Club,(pointing to bus),other,NO SPEAKER,NA
20945,Fight Club,"Get on, and I promise you, I'll never",speech,JACK,male
20946,Fight Club,"bother you again, if that's what you",speech,JACK,male
20947,Fight Club,want.  Please...,speech,JACK,male
20948,Fight Club,"Marla looks at Jack, numb.",other,NO SPEAKER,NA
20949,Fight Club,MARLA,character,NO SPEAKER,NA
20950,Fight Club,Tyler...,speech,MARLA,female
20951,Fight Club,JACK,character,NO SPEAKER,NA
20952,Fight Club,I'm begging you.  Get on the bus.,speech,JACK,male
20953,Fight Club,Get on the bus.,speech,JACK,male
20954,Fight Club,"Marla takes the money from Tyler, walks towards the bus.  As",other,NO SPEAKER,NA
20955,Fight Club,"they approach it, Jack shields his eyes, afraid to look...",other,NO SPEAKER,NA
20956,Fight Club,MARLA,character,NO SPEAKER,NA
20957,Fight Club,Why are you doing this?,speech,MARLA,female
20958,Fight Club,JACK,character,NO SPEAKER,NA
20959,Fight Club,I can't let myself see where you're,speech,JACK,male
20960,Fight Club,"going.  Go wherever it takes you,",speech,JACK,male
20961,Fight Club,remember... keep away from major,speech,JACK,male
20962,Fight Club,cities...,speech,JACK,male
20963,Fight Club,"Marla stands at the doors of the bus, heartbroken, gives one",other,NO SPEAKER,NA
20964,Fight Club,last look at Jack.,other,NO SPEAKER,NA
20965,Fight Club,MARLA,character,NO SPEAKER,NA
20966,Fight Club,(holds up the money),other,NO SPEAKER,NA
20967,Fight Club,I'm not paying this back.  I consider,speech,MARLA,female
20968,Fight Club,"it """"asshole tax.""""",speech,MARLA,female
20969,Fight Club,JACK,character,NO SPEAKER,NA
20970,Fight Club,"Yes, fine.  Just, get on.  Stay away",speech,JACK,male
20971,Fight Club,"a couple of weeks, at least.",speech,JACK,male
20972,Fight Club,Jack's still covering his eyes.  Marla gets on the bus.,other,NO SPEAKER,NA
20973,Fight Club,MARLA,character,NO SPEAKER,NA
20974,Fight Club,Tyler...,speech,MARLA,female
20975,Fight Club,Jack finally looks to her.,other,NO SPEAKER,NA
20976,Fight Club,MARLA,character,NO SPEAKER,NA
20977,Fight Club,You are the worst thing that ever,speech,MARLA,female
20978,Fight Club,happened to me.,speech,MARLA,female
20979,Fight Club,"DOORS HISS SHUT.  The BUS LEAVES, heading away.  Jack seems",other,NO SPEAKER,NA
20980,Fight Club,"relieved.  Then, a SCREAM is HEARD from MARLA...",other,NO SPEAKER,NA
20981,Fight Club,"Jack turns, looks... THROUGH THE BUS WINDOWS: the bus is",other,NO SPEAKER,NA
20982,Fight Club,filled with BALD MEN IN BLACK: Space Monkeys.,other,NO SPEAKER,NA
20983,Fight Club,Jack SPRINTS after the bus...,other,NO SPEAKER,NA
20984,Fight Club,"The bus speeds away.  Onboard, Space Monkeys subdue Marla.",other,NO SPEAKER,NA
20985,Fight Club,"Jack falls to the asphalt, rolls, files-flying.",other,NO SPEAKER,NA
20986,Fight Club,JACK,character,NO SPEAKER,NA
20987,Fight Club,Son of a bitch!,speech,JACK,male
20988,Fight Club,INT. POLICE STATION - DAY,other,NO SPEAKER,NA
20989,Fight Club,"Jack RUNS to the front desk, crazed, dumps the armload of",other,NO SPEAKER,NA
20990,Fight Club,files on the desk in front of the DESK SERGEANT...,other,NO SPEAKER,NA
20991,Fight Club,JACK,character,NO SPEAKER,NA
20992,Fight Club,(loudly),other,NO SPEAKER,NA
20993,Fight Club,I want you to arrest me.  I'm the,speech,JACK,male
20994,Fight Club,leader of a terrorist organization,speech,JACK,male
20995,Fight Club,responsible for acts of vandalism all,speech,JACK,male
20996,Fight Club,over the city.  Detective Stern in,speech,JACK,male
20997,Fight Club,arson knows who I am...,speech,JACK,male
20998,Fight Club,INT. INTERROGATION ROOM - LATER,other,NO SPEAKER,NA
20999,Fight Club,"Detective Stern and THREE DETECTIVES stand, staring at Jack,",other,NO SPEAKER,NA
21000,Fight Club,who's seated.  On the table are the phone bill and files.,other,NO SPEAKER,NA
21001,Fight Club,JACK,character,NO SPEAKER,NA
21002,Fight Club,There are probably several hundred,speech,JACK,male
21003,Fight Club,members in the metropolitan area.,speech,JACK,male
21004,Fight Club,Chapters are sprouting in at least,speech,JACK,male
21005,Fight Club,five other major cities.  They're,speech,JACK,male
21006,Fight Club,"tightly-regimented, with many cells",speech,JACK,male
21007,Fight Club,capable of operating without a,speech,JACK,male
21008,Fight Club,central leader.  Check this address:,speech,JACK,male
21009,Fight Club,1537 Paper Street.  You'll find the,speech,JACK,male
21010,Fight Club,body of Robert Paulson buried in the,speech,JACK,male
21011,Fight Club,garden.  You'll also find numerous,speech,JACK,male
21012,Fight Club,tubs used to make gallons of,speech,JACK,male
21013,Fight Club,"nitroglycerin.  The plan, I believe,",speech,JACK,male
21014,Fight Club,is to blow up these credit card,speech,JACK,male
21015,Fight Club,headquarters and the TRW building.,speech,JACK,male
21016,Fight Club,STERN,character,NO SPEAKER,NA
21017,Fight Club,Why these buildings?,speech,STERN,male
21018,Fight Club,JACK,character,NO SPEAKER,NA
21019,Fight Club,You are not your job.  You are not,speech,JACK,male
21020,Fight Club,how much money you have in the bank.,speech,JACK,male
21021,Fight Club,STERN,character,NO SPEAKER,NA
21022,Fight Club,(to other detectives),other,NO SPEAKER,NA
21023,Fight Club,Keep him talking.,speech,STERN,male
21024,Fight Club,"Stern leaves.  A beat, then, the remaining Detectives smile",other,NO SPEAKER,NA
21025,Fight Club,at Jack with REVERENCE.,other,NO SPEAKER,NA
21026,Fight Club,FLAT-TOP DETECTIVE,character,NO SPEAKER,NA
21027,Fight Club,I really admire what you're doing.,speech,FLAT-TOP DETECTIVE,unclear
21028,Fight Club,You're a brave man to order this.,speech,FLAT-TOP DETECTIVE,unclear
21029,Fight Club,JACK,character,NO SPEAKER,NA
21030,Fight Club,What?,speech,JACK,male
21031,Fight Club,REDHEAD DETECTIVE,character,NO SPEAKER,NA
21032,Fight Club,"You're a genius, sir.",speech,REDHEAD DETECTIVE,unclear
21033,Fight Club,They grab Jack and force him on his back on the table.,other,NO SPEAKER,NA
21034,Fight Club,Flat-Top has a rubber band; the Bald Detective has a knife.,other,NO SPEAKER,NA
21035,Fight Club,BALD DETECTIVE,character,NO SPEAKER,NA
21036,Fight Club,You know the drill.  You said if,speech,BALD DETECTIVE,male
21037,Fight Club,anyone ever tries to interfere with,speech,BALD DETECTIVE,male
21038,Fight Club,"Project Mayhem, even you, we got to",speech,BALD DETECTIVE,male
21039,Fight Club,get his balls.,speech,BALD DETECTIVE,male
21040,Fight Club,"Flat-Top PULLS Jack's pants completely off, tosses them",other,NO SPEAKER,NA
21041,Fight Club,aside.  Jack SCREAMS.  Flat-Top holds his legs.,other,NO SPEAKER,NA
21042,Fight Club,FLAT-TOP,character,NO SPEAKER,NA
21043,Fight Club,It's useless to fight.,speech,FLAT-TOP,male
21044,Fight Club,REDHEAD,character,NO SPEAKER,NA
21045,Fight Club,"This is really a powerful gesture,",speech,REDHEAD,unclear
21046,Fight Club,Mr. Durden.  It'll set quite an,speech,REDHEAD,unclear
21047,Fight Club,example.,speech,REDHEAD,unclear
21048,Fight Club,JACK,character,NO SPEAKER,NA
21049,Fight Club,No... you're making a mistake!,speech,JACK,male
21050,Fight Club,FLAT-TOP,character,NO SPEAKER,NA
21051,Fight Club,You told us you'd say that.,speech,FLAT-TOP,male
21052,Fight Club,JACK,character,NO SPEAKER,NA
21053,Fight Club,I'm not Tyler Durden!,speech,JACK,male
21054,Fight Club,BALDY,character,NO SPEAKER,NA
21055,Fight Club,"You told us you'd say that, too.",speech,BALDY,male
21056,Fight Club,JACK,character,NO SPEAKER,NA
21057,Fight Club,"Okay, I am Tyler Durden and I'm",speech,JACK,male
21058,Fight Club,ordering you to abort the mission!,speech,JACK,male
21059,Fight Club,FLAT-TOP,character,NO SPEAKER,NA
21060,Fight Club,You said you would definitely say,speech,FLAT-TOP,male
21061,Fight Club,that.,speech,FLAT-TOP,male
21062,Fight Club,BALDY,character,NO SPEAKER,NA
21063,Fight Club,"What's our best time for a """"cut and",speech,BALDY,male
21064,Fight Club,"run?""""",speech,BALDY,male
21065,Fight Club,FLAT-TOP,character,NO SPEAKER,NA
21066,Fight Club,Four minutes.,speech,FLAT-TOP,male
21067,Fight Club,BALDY,character,NO SPEAKER,NA
21068,Fight Club,Is somebody timing this?,speech,BALDY,male
21069,Fight Club,REDHEAD,character,NO SPEAKER,NA
21070,Fight Club,(looks at his watch),other,NO SPEAKER,NA
21071,Fight Club,Wait till the second hand gets to the,speech,REDHEAD,unclear
21072,Fight Club,twelve.,speech,REDHEAD,unclear
21073,Fight Club,A KNOCK at the door.  Flat-Top slaps a hand over Jack's,other,NO SPEAKER,NA
21074,Fight Club,mouth.  He and Redhead block view of the table as Baldy,other,NO SPEAKER,NA
21075,Fight Club,opens the door a crack.  Stern mutters:,other,NO SPEAKER,NA
21076,Fight Club,STERN,character,NO SPEAKER,NA
21077,Fight Club,Some of this info checks out.  Let's,speech,STERN,male
21078,Fight Club,go to the place on Paper Street.,speech,STERN,male
21079,Fight Club,"Baldy glances back at the other Detectives, leaves, closing",other,NO SPEAKER,NA
21080,Fight Club,the door.  The two remaining Detectives continue.  Jack kicks,other,NO SPEAKER,NA
21081,Fight Club,"and screams and writhes.  The Detectives wrangle him, but",other,NO SPEAKER,NA
21082,Fight Club,"with more difficulty, now that Baldy's gone.",other,NO SPEAKER,NA
21083,Fight Club,REDHEAD,character,NO SPEAKER,NA
21084,Fight Club,(checking his watch),other,NO SPEAKER,NA
21085,Fight Club,"Mr. Durden, you're going to fuck up",speech,REDHEAD,unclear
21086,Fight Club,the time!,speech,REDHEAD,unclear
21087,Fight Club,"Jack gets one leg free, KICKS, knocks Flat-top backwards --",other,NO SPEAKER,NA
21088,Fight Club,"Flat-Top SLAMS the wall, falls.  Redhead lets go of one of",other,NO SPEAKER,NA
21089,Fight Club,"Jack's arms, jams his elbow into Jack's throat... cutting",other,NO SPEAKER,NA
21090,Fight Club,off the airway.  Jack's face reddens... he's choking...,other,NO SPEAKER,NA
21091,Fight Club,"Jack's free hand reaches, searching.. pulls Redhead's GUN",other,NO SPEAKER,NA
21092,Fight Club,"and points it at him.  Redhead backs off. Jack gets up,",other,NO SPEAKER,NA
21093,Fight Club,"gasping for air, PISTOL-WHIPS Flat-top as he rises.",other,NO SPEAKER,NA
21094,Fight Club,Jack grabs one of the files off the table.,other,NO SPEAKER,NA
21095,Fight Club,EXT. POLICE STATION - DAY,other,NO SPEAKER,NA
21096,Fight Club,"Jack, without pants, in BOXER SHORTS, escapes out the BACK",other,NO SPEAKER,NA
21097,Fight Club,DOOR.  He looks at the ADDRESS on the file folder.,other,NO SPEAKER,NA
21098,Fight Club,EXT. STREET,other,NO SPEAKER,NA
21099,Fight Club,"Jack SPRINTS down the middle of the street, gun in hand,",other,NO SPEAKER,NA
21100,Fight Club,looking like a complete madman.  Cars almost hit him.,other,NO SPEAKER,NA
21101,Fight Club,EXT. BANK BUILDING - LATER,other,NO SPEAKER,NA
21102,Fight Club,"Jack, sweating and panting, stops, looks... then heads",other,NO SPEAKER,NA
21103,Fight Club,"toward the BUILDING with the address """"1888.""""",other,NO SPEAKER,NA
21104,Fight Club,EXT. 1888 LOBBY,other,NO SPEAKER,NA
21105,Fight Club,"Jack tries the door.  Locked.  He lifts a cast iron bench,",other,NO SPEAKER,NA
21106,Fight Club,runs forward -- RAMS it into the glass.  The bench,other,NO SPEAKER,NA
21107,Fight Club,"immediately recoils from the glass, SLAMS Jack's groin!",other,NO SPEAKER,NA
21108,Fight Club,"Jack falls to his knees, doubled over, holding his package.",other,NO SPEAKER,NA
21109,Fight Club,"Then, he rises, SHOOTS the glass...",other,NO SPEAKER,NA
21110,Fight Club,INT. 1888 LOBBY,other,NO SPEAKER,NA
21111,Fight Club,Jack pushes through the broken glass.  He sprints for the,other,NO SPEAKER,NA
21112,Fight Club,"""""PARKING"""" door...",other,NO SPEAKER,NA
21113,Fight Club,INT. GROUND LEVEL - PARKING,other,NO SPEAKER,NA
21114,Fight Club,"Jack enters, looks -- NO CARS.  He bolts to the STAIRS...",other,NO SPEAKER,NA
21115,Fight Club,INT. TOP-LEVEL PARKING AREA - SEVENTH FLOOR,other,NO SPEAKER,NA
21116,Fight Club,"Jack enters, heaving.  Again, NO CARS.  He moves from one",other,NO SPEAKER,NA
21117,Fight Club,"SUPPORT POST to another, searching.  He finally spies,",other,NO SPEAKER,NA
21118,Fight Club,"across the garage, NINE LARGE CANISTERS, heavily-WIRED.",other,NO SPEAKER,NA
21119,Fight Club,"Jack runs to the BOMB, frantic.  He walks around it.",other,NO SPEAKER,NA
21120,Fight Club,"There's a DIGITAL CLOCK, ticking down from """"10:05""""...",other,NO SPEAKER,NA
21121,Fight Club,"Jack moves to pull the lid off one CANISTER, looks inside..",other,NO SPEAKER,NA
21122,Fight Club,TYLER,character,NO SPEAKER,NA
21123,Fight Club,Could be worse...,speech,TYLER,male
21124,Fight Club,"Jack looks -- Tyler's seated, his back against one post.",other,NO SPEAKER,NA
21125,Fight Club,TYLER,character,NO SPEAKER,NA
21126,Fight Club,You could be standing under 37,speech,TYLER,male
21127,Fight Club,stories of steel and concrete with a,speech,TYLER,male
21128,Fight Club,150 gallons of nitroglycerin strapped,speech,TYLER,male
21129,Fight Club,"to the support... oh, maybe it",speech,TYLER,male
21130,Fight Club,couldn't be...,speech,TYLER,male
21131,Fight Club,JACK,character,NO SPEAKER,NA
21132,Fight Club,(points at bomb),other,NO SPEAKER,NA
21133,Fight Club,You... you can't be serious about,speech,JACK,male
21134,Fight Club,this.,speech,JACK,male
21135,Fight Club,TYLER,character,NO SPEAKER,NA
21136,Fight Club,What a ridiculous thing to say.,speech,TYLER,male
21137,Fight Club,JACK,character,NO SPEAKER,NA
21138,Fight Club,I can't let you...,speech,JACK,male
21139,Fight Club,TYLER,character,NO SPEAKER,NA
21140,Fight Club,...go through with this?,speech,TYLER,male
21141,Fight Club,What are you going to do?,speech,TYLER,male
21142,Fight Club,JACK,character,NO SPEAKER,NA
21143,Fight Club,I'm going to...,speech,JACK,male
21144,Fight Club,TYLER,character,NO SPEAKER,NA
21145,Fight Club,...stop me?,speech,TYLER,male
21146,Fight Club,JACK,character,NO SPEAKER,NA
21147,Fight Club,I'm not going...,speech,JACK,male
21148,Fight Club,TYLER,character,NO SPEAKER,NA
21149,Fight Club,...to let this happen!,speech,TYLER,male
21150,Fight Club,JACK,character,NO SPEAKER,NA
21151,Fight Club,Stop finishing...,speech,JACK,male
21152,Fight Club,TYLER,character,NO SPEAKER,NA
21153,Fight Club,...your sentences!  They're,speech,TYLER,male
21154,Fight Club,our sentences.  Get your mind around,speech,TYLER,male
21155,Fight Club,that.,speech,TYLER,male
21156,Fight Club,Tyler gets up walks to Jack.,other,NO SPEAKER,NA
21157,Fight Club,TYLER,character,NO SPEAKER,NA
21158,Fight Club,What are you doing running through,speech,TYLER,male
21159,Fight Club,the streets in your underpants?  We,speech,TYLER,male
21160,Fight Club,both use that body.,speech,TYLER,male
21161,Fight Club,JACK,character,NO SPEAKER,NA
21162,Fight Club,Since when is Project Mayhem about,speech,JACK,male
21163,Fight Club,murder?,speech,JACK,male
21164,Fight Club,TYLER,character,NO SPEAKER,NA
21165,Fight Club,The buildings were evacuated thirty,speech,TYLER,male
21166,Fight Club,minutes ago.  Everything's proceeding,speech,TYLER,male
21167,Fight Club,exactly as planned.,speech,TYLER,male
21168,Fight Club,JACK,character,NO SPEAKER,NA
21169,Fight Club,You don't know that.  There could,speech,JACK,male
21170,Fight Club,still be people inside.,speech,JACK,male
21171,Fight Club,"Tyler keeps walking around, crosses his arms.",other,NO SPEAKER,NA
21172,Fight Club,TYLER,character,NO SPEAKER,NA
21173,Fight Club,Maybe.  Maybe a couple of guys with,speech,TYLER,male
21174,Fight Club,shaved heads couldn't synchronize,speech,TYLER,male
21175,Fight Club,their watches.  Good riddance.,speech,TYLER,male
21176,Fight Club,"Jack looks back to the BOMB, goes to it, wipes sweat off his",other,NO SPEAKER,NA
21177,Fight Club,"face.  He starts finger the MANY WIRES, sorting them.",other,NO SPEAKER,NA
21178,Fight Club,TYLER,character,NO SPEAKER,NA
21179,Fight Club,I wouldn't be doing that.  Unless you,speech,TYLER,male
21180,Fight Club,"know which wires, in what order...",speech,TYLER,male
21181,Fight Club,JACK,character,NO SPEAKER,NA
21182,Fight Club,"If you know, I know.",speech,JACK,male
21183,Fight Club,"Jack holds his gun under one armpit, uses both hands to go",other,NO SPEAKER,NA
21184,Fight Club,through the tangle of colored wires.,other,NO SPEAKER,NA
21185,Fight Club,TYLER,character,NO SPEAKER,NA
21186,Fight Club,"Or... maybe I knew you'd know, so I",speech,TYLER,male
21187,Fight Club,spent the whole day thinking about,speech,TYLER,male
21188,Fight Club,the wrong ones.,speech,TYLER,male
21189,Fight Club,"Jack chooses one wire, GREEN, holds it in his fingers.",other,NO SPEAKER,NA
21190,Fight Club,JACK,character,NO SPEAKER,NA
21191,Fight Club,"If I'm wrong, we're both dead..",speech,JACK,male
21192,Fight Club,TYLER,character,NO SPEAKER,NA
21193,Fight Club,This is not about martyrdom.,speech,TYLER,male
21194,Fight Club,Jack twists the GREEN WIRE around his finger.,other,NO SPEAKER,NA
21195,Fight Club,JACK,character,NO SPEAKER,NA
21196,Fight Club,I'm pulling the green wire.,speech,JACK,male
21197,Fight Club,TYLER,character,NO SPEAKER,NA
21198,Fight Club,Green?  Did you say green?,speech,TYLER,male
21199,Fight Club,"Tyler comes a little closer, leaning to try to get a look,",other,NO SPEAKER,NA
21200,Fight Club,seems genuinely concerned.,other,NO SPEAKER,NA
21201,Fight Club,JACK,character,NO SPEAKER,NA
21202,Fight Club,Yes...,speech,JACK,male
21203,Fight Club,TYLER,character,NO SPEAKER,NA
21204,Fight Club,Don't pull the green wire.  Pull,speech,TYLER,male
21205,Fight Club,anything but the green wire.,speech,TYLER,male
21206,Fight Club,JACK,character,NO SPEAKER,NA
